nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,source,identifiant_origine,type_equipement_ou_lieu,precision_equipement,region,domaine,nom_du_reseau_de_bibliotheques,services,nom_cmpp,code_cmpp
médiathèque municipale la gageothèque,590  rue des écoles - gages,,12630,montrozier,590  rue des écoles - gages 12630 montrozier france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.397457, 2.686399",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,2 place marc robert,,12630,agen-d'aveyron,2 place marc robert 12630 agen-d'aveyron france,https://mediatheque.aveyron.fr/index.php,,,bibl_12001_5162,aucun,"44.357863,2.680128",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,place des activités,,12640,riviere-sur-tarn,place des activités 12640 riviere-sur-tarn france,https://mediatheque.aveyron.fr/index.php,,,bibl_12200_5289,aucun,"44.190645,3.128677",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque,route de rodez,,12700,asprieres,route de rodez 12700 asprieres france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.544948, 2.144923",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque intercommunale,parc de la capèle,,12700,capdenac-gare,parc de la capèle 12700 capdenac-gare france,https://mediatheque.aveyron.fr/index.php,,,scin_12052_72985,aucun,"44.570793,2.080194",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque, ,,12700,causse-et-diege,  12700 causse-et-diege france,https://mediatheque.aveyron.fr/index.php,,,bibl_12257_5329,aucun,"44.524006,2.040538",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale, ,,12700,naussac,  12700 naussac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12170_5271,uc903,"44.504579,2.106394",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
agence postale - bibliothèque, ,,12700,sonnac,  12700 sonnac france,https://mediatheque.aveyron.fr/index.php,,,bibl_12272_5342,aucun,"44.539,2.119",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
mairie, ,,12720,saint-andré de vezines,  12720 saint-andré de vezines france,https://mediatheque.aveyron.fr/index.php,,,bibl_12211_5297,aucun,"44.152923,3.254241",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - foyer logement,résidence des deux ponts,,12780,vezins-du-levezou,résidence des deux ponts 12780 vezins-du-levezou france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.279117, 2.954985",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,place fernand lacombe,,12800,cabanes,place fernand lacombe 12800 cabanes france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.180367, 2.297551",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie,lavernhe de castelmary,,12800,castelmary,lavernhe de castelmary 12800 castelmary france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.182231, 2.246307",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
dominique perez, ,,12800,camjac,  12800 camjac france,https://mediatheque.aveyron.fr/index.php,,,monh_12046_27295,aucun,"44.186595,2.390971",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12800,crespin,  12800 crespin france,https://mediatheque.aveyron.fr/index.php,,,bibl_12085_5217,aucun,"44.156,2.245",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque municipale,2  rue de l'eglise,,12800,naucelle,2  rue de l'eglise 12800 naucelle france,https://mediatheque.aveyron.fr/index.php,,,bibl_12169_5270,uc904,"44.198144,2.341664",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - mairie, ,,12800,quins,  12800 quins france,https://mediatheque.aveyron.fr/index.php,,,monh_12194_27466,aucun,"44.228047,2.384674",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - espace laperouse, ,,12800,sauveterre-de-rouergue,  12800 sauveterre-de-rouergue france,https://mediatheque.aveyron.fr/index.php,,,monh_12262_27578,aucun,"44.247168,2.316309",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
médiathèque municipale paul géraldini,bd des capucines,,12850,onet-le-chateau,bd des capucines 12850 onet-le-chateau france,https://mediatheque.aveyron.fr/index.php,,,,aucun,"44.367244, 2.594608",aveyron,,,bibliothèque,,Occitanie,,,A,Les médiathèques aveyronnaises,CMPP12
bibliothèque - caen, 15 quai françois mitterrand,,14053,caen, 15 quai françois mitterrand 14053 caen france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 30 47 00 ,,,aucun,"49.18239877713776, -0.35048763059471705",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - marolles, 8 rue de la chapelle hareng,,14100,marolles, 8 rue de la chapelle hareng 14100 marolles france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 31 28 02 ,,,aucun,"49.138501, 0.373522",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - beuvillers,   58 route d'orbec,,14100,beuvillers,   58 route d'orbec 14100 beuvillers france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 61 10 54 ,,bibl_14069_5510,aucun,"49.132506,0.255336",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - le mesnil-guillaume,   rue bernard lambin,,14100,le mesnil-guillaume,   rue bernard lambin 14100 le mesnil-guillaume france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 62 23 09 ,,bibl_14421_5577,aucun,"49.109029,0.290083",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - lisieux,   place de la république,,14100,lisieux,   place de la république 14100 lisieux france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 48 41 00 ,,libr_14366_22369,aucun,"49.14425,0.225137",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - norolles, ,,14100,norolles,  14100 norolles france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 61 02 58 ,,monh_14466_29000,aucun,"49.198783,0.237111",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - condé-sur-noireau, 9 rue saint-martin,conde-sur-noireau,14110,conde-en-normandie, 9 rue saint-martin 14110 conde-en-normandie france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 69 41 16 ,,,aucun,"48.848172, -0.551375",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - biéville-beuville,   rue mozart ,,14112,bieville-beuville,   rue mozart  14112 bieville-beuville france,https://bibliotheque.calvados.fr/accueil-portal.aspx,09 62 14 86 38 ,,bibl_14068_5509,aucun,"49.241739,-0.331459",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - ver-sur-mer,   2 place byrd,,14114,ver-sur-mer,   2 place byrd 14114 ver-sur-mer france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 22 58 58 ,,bibl_14739_5621,uc663,"49.336694,-0.525441",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc663
bibliothèque - mondeville,   4 rue calmette,,14120,mondeville,   4 rue calmette 14120 mondeville france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 35 66 20 ,,bibl_14437_5580,aucun,"49.178437,-0.318441",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - cormelles-le-royal,   21 place des drakkars,,14123,cormelles-le-royal,   21 place des drakkars 14123 cormelles-le-royal france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 52 18 54 ,,bibl_14181_5540,aucun,"49.160643,-0.334249",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - fleury-sur-orne,   20 rue francois mitterrand,,14123,fleury-sur-orne,   20 rue francois mitterrand 14123 fleury-sur-orne france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 84 31 94 ,,bibl_14271_5551,aucun,"49.151422,-0.373371",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - le breuil-en-auge, place de verdun,,14130,le breuil en auge, place de verdun 14130 le breuil en auge france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 64 04 71 ,,,aucun,"49.243576, 0.273546",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - blangy-le-château,   chemin des fontaines,,14130,blangy-le-chateau,   chemin des fontaines 14130 blangy-le-chateau france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 64 21 95 ,,bibl_14077_5512,uc56,"49.242307,0.27372",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc56
bibliothèque - coquainvilliers,   rue de l'eglise,,14130,coquainvilliers,   rue de l'eglise 14130 coquainvilliers france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 32 97 67 ,,bibl_14177_5539,aucun,"49.19856,0.209274",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - pont-l'evêque,   38 rue saint-michel,,14130,pont-l'eveque,   38 rue saint-michel 14130 pont-l'eveque france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 64 24 91 ,,bibl_14514_5589,uc56,"49.285626,0.184344",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc56
bibliothèque - saint-gatien-des-bois,   rue des brioleurs,,14130,saint-gatien-des-bois,   rue des brioleurs 14130 saint-gatien-des-bois france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 65 16 45 ,,bibl_14578_5599,aucun,"49.348114,0.185848",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - saint-philbert-des-champs,   le bourg,,14130,saint-philbert-des-champs,   le bourg 14130 saint-philbert-des-champs france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 65 43 67 ,,bibl_14644_5603,uc56,"49.20879,0.284616",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc56
bibliothèque - fervaques, 20 route de st martin de bienfaîte,,14140,fervaques, 20 route de st martin de bienfaîte 14140 fervaques france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 63 68 06 ,,,aucun,"49.040519, 0.254968",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - livarot, 20 rue georges leroy,,14140,livarot-pays-d'auge, 20 rue georges leroy 14140 livarot-pays-d'auge france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 61 88 18 ,,,aucun,"49.007676, 0.149425",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - dives-sur-mer,   avenue du commandant charcot,,14160,dives-sur-mer,   avenue du commandant charcot 14160 dives-sur-mer france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 24 29 27 ,,bibl_14225_5543,aucun,"49.292803,-0.100505",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - saint-pierre-sur-dives, 23 rue saint-benoit,saint-pierre-sur-dives,14170,saint-pierre-en-auge, 23 rue saint-benoit 14170 saint-pierre-en-auge france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 90 89 30 ,,,aucun,"49.0196, -0.033249",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliotheque - grainville-langannerie,   2 rue lapford,,14190,grainville-langannerie,   2 rue lapford 14190 grainville-langannerie france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 40 18 74 ,,bibl_14310_5558,aucun,"49.014416,-0.26664",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - ouilly-le-tesson,   rue du pronet,,14190,ouilly-le-tesson,   rue du pronet 14190 ouilly-le-tesson france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 90 96 02 ,,bibl_14486_5587,aucun,"48.988675,-0.21901",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - tourville-sur-odon, 4 rue du château,,14210,tourville-sur-odon, 4 rue du château 14210 tourville-sur-odon france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 80 64 36 ,,,aucun,"49.140594, -0.502648",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - baron-sur-odon,   11 rue de fontaine,,14210,baron-sur-odon,   11 rue de fontaine 14210 baron-sur-odon france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 26 26 79 ,,bibl_14042_5501,aucun,"49.132722,-0.47897",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - cheux,   11 rue de la sergenterie,cheux,14210,thue et mue,   11 rue de la sergenterie 14210 thue et mue france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 73 32 93 ,,bibl_14098_5516,uc51,"49.21355,-0.508036",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc51
bibliothèque - evrecy,   6 rue des fossés,,14210,evrecy,   6 rue des fossés 14210 evrecy france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 80 57 49 ,,bibl_14257_5548,aucun,"49.10109,-0.503122",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - noyers-bocage,   2 rue des lilas,noyers-bocage,14210,val-d'arry,   2 rue des lilas 14210 val-d'arry france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 24 40 85 ,,bibl_14475_5585,aucun,"49.121885,-0.56819",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - boulon,   rue nelson mandela,,14220,boulon,   rue nelson mandela 14220 boulon france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 79 35 00 ,,bibl_14090_5514,aucun,"49.04781,-0.39761",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - saint-laurent-de-condel,   route nationale,,14220,saint-laurent de condel,   route nationale 14220 saint-laurent de condel france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 86 03 44 ,,bibl_14603_5600,aucun,"49.040035,-0.417155",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - saint-omer, ,,14220,saint-omer,  14220 saint-omer france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 69 73 63 ,,bibl_14635_5602,aucun,"48.924764,-0.450697",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - la cambe, 16 rue emile demagny,,14230,la cambe, 16 rue emile demagny 14230 la cambe france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 10 66 16 ,,,aucun,"49.319036, -1.100551",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - caumont-l'eventé, rue de belfort,caumont l'evente,14240,caumont-sur-aure, rue de belfort 14240 caumont-sur-aure france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 77 30 57 ,,,aucun,"49.091391, -0.804757",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - anctoville,   rue du cimetière,anctoville,14240,aurseulles,   rue du cimetière 14240 aurseulles france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 25 49 78 ,,bibl_14011_5494,aucun,"49.105164,-0.710838",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - audrieu,   rue du stade,,14250,audrieu,   rue du stade 14250 audrieu france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 81 91 33 ,,bibl_14026_5498,uc663,"49.205849,-0.597521",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc663
bibliothèque - fontenay-le-pesnel, ,,14250,fontenay-le-pesnel,  14250 fontenay-le-pesnel france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 80 90 87 ,,bibl_14278_5555,uc663,"49.169391,-0.582775",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc663
bibliothèque - tilly-sur-seulles,   1 rue de juvigny,,14250,tilly-sur-seulles,   1 rue de juvigny 14250 tilly-sur-seulles france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 80 97 87 ,,bibl_14692_5611,uc663,"49.174695,-0.625422",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,uc663
bibliothèque - aunay-sur-odon,   8 rue d'harcourt,aunay-sur-odon,14260,les monts d'aunay,   8 rue d'harcourt 14260 les monts d'aunay france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 77 38 95 ,,bibl_14027_5499,aucun,"49.020104,-0.631787",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - le mesnil-mauger, allee des marronniers,le mesnil mauger,14270,mezidon vallee-d'auge, allee des marronniers 14270 mezidon vallee-d'auge france,https://bibliotheque.calvados.fr/accueil-portal.aspx,09 64 42 38 13 ,,,aucun,"49.088575, 0.015911",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - mezidon-canon, centre jacques brel,,14270,mezidon vallee-d'auge, centre jacques brel 14270 mezidon vallee-d'auge france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 20 14 20 ,,,aucun,"49.079193, -0.062453",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - authie,   2 rue de l'abbaye,,14280,authie,   2 rue de l'abbaye 14280 authie france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 85 36 29 ,,bibl_14030_5500,aucun,"49.206388,-0.430657",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - orbec, place foch,,14290,orbec, place foch 14290 orbec france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 32 98 16 ,,,aucun,"49.020975, 0.40528",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - tordouet, la douétée,tordouet,14290,valorbiquet, la douétée 14290 valorbiquet france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 63 94 66 ,,,aucun,"49.036549, 0.310207",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
bibliothèque - longvillers,   place de la mairie,,14310,longvillers,   place de la mairie 14310 longvillers france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 77 67 71 ,,bibl_14379_5572,aucun,"49.05178,-0.64632",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - villers-bocage,   place de gaulle,,14310,villers-bocage,   place de gaulle 14310 villers-bocage france,https://bibliotheque.calvados.fr/accueil-portal.aspx,09 65 11 15 16 ,,bibl_14752_5623,aucun,"49.08114,-0.655362",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,-
bibliothèque - clinchamps-sur-orne, 26 rue léonard gilles,,14320,laize clinchamps, 26 rue léonard gilles 14320 laize clinchamps france,https://bibliotheque.calvados.fr/accueil-portal.aspx,02 31 39 61 92 ,,,aucun,"49.079001, -0.402548",calvados,,,bibliothèque,,Normandie,,,A,La Bibliothèque du Calvados,
