nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,type_equipement_ou_lieu,region,nom_du_reseau_de_bibliotheques,nom_de_l_Illustre,surface_bibliotheque,rang,ident,libelle_EPCI,code_insee_epci,demographie_entree,demographie_sortie,demographie_détail,type
plomelin,park ar barrez,,29700,plomelin,park ar barrez 29700 plomelin france,https://biblio.finistere.fr/index.php,,,bibl_29170_7868,uc110,"47.937138,-4.149732",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
pluguffan,30 rue de pouldreuzic,,29700,pluguffan,30 rue de pouldreuzic 29700 pluguffan france,https://biblio.finistere.fr/index.php,,,bibl_29170_7869,uc110,"47.959324,-4.144547",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
gourlizon,3 rue du stade,,29710,gourlizon,3 rue du stade 29710 gourlizon france,https://biblio.finistere.fr/index.php,,,,,"48.019626, -4.264404",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plogastel-saint-germain,espace saint-joseph,,29710,plogastel st germain,espace saint-joseph 29710 plogastel st germain france,https://biblio.finistere.fr/index.php,,,,,"47.981014, -4.269097",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
trésors des livres,rue des ecoles,,29710,landudec,rue des ecoles 29710 landudec france,https://biblio.finistere.fr/index.php,,,bibl_29108_7826,-,"48.001199,-4.339639",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
peumerit,plasenn ar gingko,,29710,peumerit,plasenn ar gingko 29710 peumerit france,https://biblio.finistere.fr/index.php,,,bibl_29159_7860,-,"47.939747,-4.309205",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ploneis,57 rue laënnec,,29710,ploneis,57 rue laënnec 29710 ploneis france,https://biblio.finistere.fr/index.php,,,bibl_29065_7790,uc110,"48.01468,-4.270788",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plozevet,30 avenue georges le bail,,29710,plozevet,30 avenue georges le bail 29710 plozevet france,https://biblio.finistere.fr/index.php,,,bibl_29215_7908,-,"47.985497,-4.42035",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
salle pierre jakez hélias,place corentin hénaff,,29710,pouldreuzic,place corentin hénaff 29710 pouldreuzic france,https://biblio.finistere.fr/index.php,,,bibl_29225_7913,-,"47.942267,-4.403218",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
treguennec,1 plasenn ti ker,,29720,treguennec,1 plasenn ti ker 29720 treguennec france,https://biblio.finistere.fr/index.php,,,,,"47.89227763154694, -4.339821612623177",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ploneour-lanvern,10 rue jules ferry,,29720,ploneour-lanvern,10 rue jules ferry 29720 ploneour-lanvern france,https://biblio.finistere.fr/index.php,,,bibl_29174_7872,-,"47.903154,-4.28457",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plovan,hent kreisker,,29720,plovan,hent kreisker 29720 plovan france,https://biblio.finistere.fr/index.php,,,bibl_29214_7907,-,"47.91609,-4.362327",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
treogat,3 rue de la mer,,29720,treogat,3 rue de la mer 29720 treogat france,https://biblio.finistere.fr/index.php,,,bibl_29298_7973,-,"47.917887,-4.323915",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
le guilvinec,abri du marin-rue jacques de thézac,,29730,guilvinec,abri du marin-rue jacques de thézac 29730 guilvinec france,https://biblio.finistere.fr/index.php,,,,,"47.79578, -4.278453",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
treffiagat,"2, rue des ecoles",,29730,treffiagat,"2, rue des ecoles 29730 treffiagat france",https://biblio.finistere.fr/index.php,,,bibl_29284_7966,-,"47.797085,-4.27134",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plobannalec-lesconil,rue de la mairie,,29750,plobannalec,rue de la mairie 29750 plobannalec france,https://biblio.finistere.fr/index.php,,,,,"47.827081, -4.197146",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
loctudy,71 rue sébastien guiziou,,29750,loctudy,71 rue sébastien guiziou 29750 loctudy france,https://biblio.finistere.fr/index.php,,,bibl_29135_7842,-,"47.832637,-4.169241",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
bibliothèque lecture et loisirs,13 rue rené laënnec - esquibien,,29770,audierne,13 rue rené laënnec - esquibien 29770 audierne france,https://biblio.finistere.fr/index.php,,,,,"48.023979, -4.56061",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
primelin,rue de l'océan,,29770,primelin,rue de l'océan 29770 primelin france,https://biblio.finistere.fr/index.php,,,,,"48.025883, -4.622267",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
cleden-cap-sizun, ,,29770,cleden-cap-sizun,  29770 cleden-cap-sizun france,https://biblio.finistere.fr/index.php,,,monh_29028_36329,,"48.053357,-4.65844",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
bibliothèque christian pelras, ,,29770,goulien,  29770 goulien france,https://biblio.finistere.fr/index.php,,,monh_29063_36449,,"48.057068,-4.591549",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plogoff,impasse bel air,,29770,plogoff,impasse bel air 29770 plogoff france,https://biblio.finistere.fr/index.php,,,bibl_29168_7867,-,"48.037254,-4.669683",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plouhinec,rue des écoles,,29780,plouhinec,rue des écoles 29780 plouhinec france,https://biblio.finistere.fr/index.php,,,,,"48.016064, -4.489747",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
pont-croix,1 place du 8 mai 1945,,29790,pont-croix,1 place du 8 mai 1945 29790 pont-croix france,https://biblio.finistere.fr/index.php,,,,,"48.041692, -4.488597",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
mahalon,le bourg,,29790,mahalon,le bourg 29790 mahalon france,https://biblio.finistere.fr/index.php,,,bibl_29143_7848,-,"48.035662,-4.465811",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
bibliothèque municipale,1 place de l'église,,29800,la roche-maurice,1 place de l'église 29800 la roche-maurice france,https://biblio.finistere.fr/index.php,,,,,"48.472566, -4.2037",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
landerneau,2 rue de la tour d'auvergne,,29800,landerneau,2 rue de la tour d'auvergne 29800 landerneau france,https://biblio.finistere.fr/index.php,,,,,"48.450743, -4.248582",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
saint-divy,maison des bruyères,,29800,saint-divy,maison des bruyères 29800 saint-divy france,https://biblio.finistere.fr/index.php,,,,,"48.452454, -4.336249",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
saint-thonan,80 rue de l'église,,29800,saint-thonan,80 rue de l'église 29800 saint-thonan france,https://biblio.finistere.fr/index.php,,,,,"48.479109, -4.336764",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
la forest-landerneau, ,,29800,la forest-landerneau,  29800 la forest-landerneau france,https://biblio.finistere.fr/index.php,,,monh_29056_36422,,"48.432796,-4.311273",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
la martyre,4 route de ploudiry,,29800,martyre (la),4 route de ploudiry 29800 martyre (la) france,https://biblio.finistere.fr/index.php,,,bibl_29144_7849,-,"48.448836,-4.158894",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plouedern,"49, rue de la mairie",,29800,plouedern,"49, rue de la mairie 29800 plouedern france",https://biblio.finistere.fr/index.php,,,bibl_29181_7879,-,"48.484748,-4.245992",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
"asso ""livre echange""",210 place de la mairie,,29800,saint urbain,210 place de la mairie 29800 saint urbain france,https://biblio.finistere.fr/index.php,,,bibl_29270_7954,-,"48.400595,-4.227485",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
espace pen an ilis,11 rue du stade huon de kermadec,,29810,ploumoguer,11 rue du stade huon de kermadec 29810 ploumoguer france,https://biblio.finistere.fr/index.php,,,,,"48.403097, -4.723189",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
breles,"1, rue du stade",,29810,breles,"1, rue du stade 29810 breles france",https://biblio.finistere.fr/index.php,,,bibl_29017_7742,-,"48.477888,-4.713862",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
lampaul-plouarzel,rue du gouérou,,29810,lampaul-plouarzel,rue du gouérou 29810 lampaul-plouarzel france,https://biblio.finistere.fr/index.php,,,bibl_29098_7818,-,"48.45219,-4.76924",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plouarzel,"4, route de saint-renan",,29810,plouarzel,"4, route de saint-renan 29810 plouarzel france",https://biblio.finistere.fr/index.php,,,bibl_29177_7876,-,"48.43362,-4.7295",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
guilers,16 rue charles de gaulle,,29820,guilers,16 rue charles de gaulle 29820 guilers france,https://biblio.finistere.fr/index.php,,,bibl_29069_7796,-,"48.423676,-4.55721",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plourin-ploudalmezeau,place an ty kear,,29830,plourin-ploudalmezeau,place an ty kear 29830 plourin-ploudalmezeau france,https://biblio.finistere.fr/index.php,,,,,"48.50893205819701, -4.686862572942119",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
lampaul-ploudalmezeau,1 route de la plage,,29830,lampaul-ploudalmezeau,1 route de la plage 29830 lampaul-ploudalmezeau france,https://biblio.finistere.fr/index.php,,,bibl_29099_7819,-,"48.565129,-4.660294",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ploudalmezeau,"9, rue du coum",,29830,ploudalmezeau,"9, rue du coum 29830 ploudalmezeau france",https://biblio.finistere.fr/index.php,,,bibl_29178_7877,-,"48.555482,-4.696158",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
"bibliothèque ""les livres de nos moulins""",6 rue ernestine de grisolles,,29830,plouguin,6 rue ernestine de grisolles 29830 plouguin france,https://biblio.finistere.fr/index.php,,,bibl_29196_7892,-,"48.525993,-4.599709",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
espace roz avel, ,,29830,saint-pabu,  29830 saint-pabu france,https://biblio.finistere.fr/index.php,,,bibl_29257_7942,-,"48.565596,-4.601586",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
landunvez,"3, place de l'eglise",,29840,landunvez,"3, place de l'eglise 29840 landunvez france",https://biblio.finistere.fr/index.php,,,,,"48.532427, -4.725944",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
lanildut,"18, route de l'aber ildut",,29840,lanildut,"18, route de l'aber ildut 29840 lanildut france",https://biblio.finistere.fr/index.php,,,,,"48.47301, -4.747371",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
porspoder,pen-ar-vur,,29840,porspoder,pen-ar-vur 29840 porspoder france,https://biblio.finistere.fr/index.php,,,,,"48.501393, -4.760935",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
gouesnou médiathèque,5 venelle des lilas,,29850,gouesnou,5 venelle des lilas 29850 gouesnou france,https://biblio.finistere.fr/index.php,,,bibl_29061_7787,-,"48.452445,-4.464218",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
bourg-blanc,place chapalain,,29860,bourg-blanc,place chapalain 29860 bourg-blanc france,https://biblio.finistere.fr/index.php,,,bibl_29015_7740,-,"48.502229,-4.505899",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
complexe félix gueguen, ,,29860,kersaint-plabennec,  29860 kersaint-plabennec france,https://biblio.finistere.fr/index.php,,,bibl_29095_7816,-,"48.468899,-4.372464",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
espace des chataigniers,"1, rue du stade",,29860,le drennec,"1, rue du stade 29860 le drennec france",https://biblio.finistere.fr/index.php,,,bibl_29047_7775,-,"48.534711,-4.369094",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plabennec,35 rue maréchal leclerc,bp 22,29860,plabennec,35 rue maréchal leclerc 29860 plabennec france,https://biblio.finistere.fr/index.php,,,bibl_29160_7861,-,"48.504357,-4.423731",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
plouvien,75 rue laënnec,,29860,plouvien,75 rue laënnec 29860 plouvien france,https://biblio.finistere.fr/index.php,,,bibl_29209_7902,-,"48.530865,-4.451548",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
coat-meal,place de rohan,,29870,coat-meal,place de rohan 29870 coat-meal france,https://biblio.finistere.fr/index.php,,,monh_29035_36345,,"48.508065,-4.544475",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
"""l'écume des mers""", ,,29870,landeda,  29870 landeda france,https://biblio.finistere.fr/index.php,,,monh_29101_36505,,"48.547092,-4.569569",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
lannilis,"5, allée verte",,29870,lannilis,"5, allée verte 29870 lannilis france",https://biblio.finistere.fr/index.php,,,bibl_29117_7833,-,"48.568924,-4.519122",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
guisseny,5 rue de bethanie - ti an oll,,29880,guisseny,5 rue de bethanie - ti an oll 29880 guisseny france,https://biblio.finistere.fr/index.php,,,,,"48.63508354184797, -4.409085328762845",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
"médiathèque ""les trésors de tolente""",5 rue du colombier,,29880,plouguerneau,5 rue du colombier 29880 plouguerneau france,https://biblio.finistere.fr/index.php,,,bibl_29195_7891,-,"48.60593,-4.510317",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
brignogan-plages,avenue du général de gaulle,,29890,brignogan-plages,avenue du général de gaulle 29890 brignogan-plages france,https://biblio.finistere.fr/index.php,,,,,"48.661444, -4.327708",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ty al leor,"2, rue d'arvor",,29890,kerlouan,"2, rue d'arvor 29890 kerlouan france",https://biblio.finistere.fr/index.php,,,,,"48.645217, -4.365453",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
"bibliothèque ""lire à plounéour""",2 rue saint-pol,,29890,plouneour-brignogan-plages,2 rue saint-pol 29890 plouneour-brignogan-plages france,https://biblio.finistere.fr/index.php,,,bibl_29021_7754,uc761,"48.650895,-4.317934",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
tregunc,pont-ar-groez,,29910,tregunc,pont-ar-groez 29910 tregunc france,https://biblio.finistere.fr/index.php,,,,,"47.801628, -3.816458",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
nevez,rue de kerilis,,29920,nevez,rue de kerilis 29920 nevez france,https://biblio.finistere.fr/index.php,,,bibl_29153_7858,uc789,"47.820314,-3.79421",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
pont-aven,7 rue paul serusier,,29930,pont-aven,7 rue paul serusier 29930 pont-aven france,https://biblio.finistere.fr/index.php,,,,,"47.856882, -3.743105",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
le nautile,", 2, rue des cerisiers",,29940,foret-fouesnant (la),", 2, rue des cerisiers 29940 foret-fouesnant (la) france",https://biblio.finistere.fr/index.php,,,bibl_29057_7783,-,"47.908566,-3.984487",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
clohars-fouesnant,"18, les mélèzes",,29950,clohars fouesnant,"18, les mélèzes 29950 clohars fouesnant france",https://biblio.finistere.fr/index.php,,,,,"47.890319, -4.086379",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
gouesnac'h,13 bis route de bénodet,,29950,gouesnac'h,13 bis route de bénodet 29950 gouesnac'h france,https://biblio.finistere.fr/index.php,,,,,"47.911665, -4.11544",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
benodet,avenue de la mer,,29950,benodet,avenue de la mer 29950 benodet france,https://biblio.finistere.fr/index.php,,,bibl_29006_7736,-,"47.877314,-4.106814",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
tregourez,18 rue yves allain,,29970,tregourez,18 rue yves allain 29970 tregourez france,https://biblio.finistere.fr/index.php,,,bibl_29291_7968,-,"48.104788,-3.862421",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ile tudy,rue de la mairie,,29980,ile-tudy,rue de la mairie 29980 ile-tudy france,https://biblio.finistere.fr/index.php,,,,,"47.842581, -4.167589",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
ile de sein,rue jacques de thézac,,29990,ile de sein,rue jacques de thézac 29990 ile de sein france,https://biblio.finistere.fr/index.php,,,,,"48.038341, -4.85049",finistere,bibliothèque,bretagne,,,,,,,,,,,bibliothèque
médiatheque intercommunale du pays viganais,11 rue des barris,,30120,le vigan,11 rue des barris 30120 le vigan france,https://www.mediathequedupaysviganais.fr/,,,bibl_30350_8241,uc946,"43.990103,3.604614",gard,bibliothèque,occitanie,réseau intercommunal du pays viganais,,827,8241,bibl,cc du pays viganais,"2,43E+08",,,,bibliothèque
bibliothèque d'avèze,,,30120,avèze, 30120 avèze france,https://www.mediathequedupaysviganais.fr/,,,bibl_30026_8019,uc946,"43.979719,3.595171",gard,bibliothèque,occitanie,réseau intercommunal du pays viganais,,32,8019,bibl,cc du pays viganais,"2,43E+08",,,,bibliothèque
bibliothèque de bez et esparon,,,30120,bez-et-esparon, 30120 bez-et-esparon france,https://www.mediathequedupaysviganais.fr/,,,bibl_30038_8030,uc946,"43.972178,3.530209",gard,bibliothèque,occitanie,réseau intercommunal du pays viganais,,20,8030,bibl,cc du pays viganais,"2,43E+08",,,,bibliothèque
bibliothèque municipale de mandagout,,,30120,mandagout, 30120 mandagout france,https://www.mediathequedupaysviganais.fr/,,,bibl_30154_8106,uc946,"44.021521,3.627679",gard,bibliothèque,occitanie,réseau intercommunal du pays viganais,,33,8106,bibl,cc du pays viganais,"2,43E+08",,,,bibliothèque
bibliothèque muncipale de saint-laurent le minier,place louis serre,,30440,saint-laurent-le-minier,place louis serre 30440 saint-laurent-le-minier france,https://www.mediathequedupaysviganais.fr/,,,bibl_30280_8189,uc946,"43.931559,3.656071",gard,bibliothèque,occitanie,réseau intercommunal du pays viganais,,35,8189,bibl,cc du pays viganais,"2,43E+08",,,,bibliothèque
izards,1 place micoulaud,,31000,toulouse,1 place micoulaud 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8420,uc119,"43.638147,1.444005",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8420,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
pradettes,3 avenue de la dépêche,,31000,toulouse,3 avenue de la dépêche 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8427,uc119,"43.59664,1.422388",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8427,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
pavillon de prêt,1 rue du périgord,,31000,toulouse,1 rue du périgord 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8408,uc119,"43.607311,1.443266",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8408,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
empalot,40 avenue jean moulin,,31000,toulouse,40 avenue jean moulin 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8409,uc119,"43.578868,1.441595",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8409,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
roseraie,170 rue de périole,,31000,toulouse,170 rue de périole 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8418,uc119,"43.619356,1.466789",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8418,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
bibliothèque nomade,5 chemin perpignan,,31000,toulouse,5 chemin perpignan 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8423,uc119,"43.558386,1.397858",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8423,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
rangueil,19 rue claude forbin,,31000,toulouse,19 rue claude forbin 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8411,uc119,"43.574867,1.463951",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8411,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
pont des demoiselles,place pierre mendès-france,,31000,toulouse,place pierre mendès-france 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8413,uc119,"43.587694,1.461542",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8413,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
ancely,2 allées du velay,,31000,toulouse,2 allées du velay 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8417,uc119,"43.618186,1.399508",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8417,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
serveyrolles,10 rue charles garnier,,31000,toulouse,10 rue charles garnier 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8428,uc119,"43.60871,1.478328",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8428,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
bibliothèque d'etude et du patrimoine,1 rue du périgord,,31000,toulouse,1 rue du périgord 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8429,uc119,"43.607311,1.443266",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8429,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
fabre,6 rue saint-jean,,31000,toulouse,6 rue saint-jean 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8412,uc119,"43.595221,1.428433",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8412,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
côte pavée,125 avenue jean rieux,,31000,toulouse,125 avenue jean rieux 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8414,uc119,"43.593846,1.465932",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8414,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
médiathèque josé cabanis,1 allée jacques chaban-delmas,,31000,toulouse,1 allée jacques chaban-delmas 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8415,uc119,"43.61026,1.455431",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,35127,8415,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
saint-cyprien,63 rue réclusane,,31000,toulouse,63 rue réclusane 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8416,uc119,"43.598912,1.430597",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8416,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
croix-daurade,122 route d'albi,,31000,toulouse,122 route d'albi 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8421,uc119,"43.635884,1.464195",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8421,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
bonnefoy,4 rue du faubourg bonnefoy,,31000,toulouse,4 rue du faubourg bonnefoy 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8422,uc119,"43.61631,1.453587",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8422,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
duranti,6 rue du lieutenant-colonel pélissier,,31000,toulouse,6 rue du lieutenant-colonel pélissier 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8424,uc119,"43.603409,1.446773",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8424,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
pinel,7 place marius pinel,,31000,toulouse,7 place marius pinel 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8426,uc119,"43.602367,1.467371",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8426,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
médiathèque grand m,37 avenue de la reynerie,,31000,toulouse,37 avenue de la reynerie 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8410,uc119,"43.580933,1.42472",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8410,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
minimes,3 place du marché aux cochons,,31000,toulouse,3 place du marché aux cochons 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8419,uc119,"43.620395,1.434697",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8419,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
saint-exupéry,37 rue du lot,,31000,toulouse,37 rue du lot 31000 toulouse france,https://www.bibliotheque.toulouse.fr/,,,bibl_31555_8425,uc119,"43.593119,1.427335",haute-garonne,bibliothèque,occitanie,médiathèque josé cabanis,,0,8425,bibl,toulouse métropole,"2,43E+08",,,,bibliothèque
bibliothèque, ,,33220,fougueyrolles,  33220 fougueyrolles france,https://biblio.dordogne.fr/,,,bibl_24189_6999,-,"44.868868,0.187394",dordogne,bibliothèque,nouvelle-aquitaine,,,,,,,,,,,bibliothèque
bibliothèque, ,,33220,port-sainte-foy,  33220 port-sainte-foy france,https://biblio.dordogne.fr/,,,monh_24335_34313,,"44.865278,0.204896",dordogne,bibliothèque,nouvelle-aquitaine,,,,,,,,,,,bibliothèque
maurepas,32 rue de la marbaudais,,35000,rennes,32 rue de la marbaudais 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9222,uc144,"48.089056,-1.666161",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,421,9222,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
thabor - lucien rose,11 square lucien rose,,35000,rennes,11 square lucien rose 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9224,uc144,"48.113427,-1.666336",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,580,9224,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
la bellangerais,5bis rue du morbihan,,35000,rennes,5bis rue du morbihan 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9215,uc144,"48.135756,-1.66822",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,468,9215,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
landry,100 rue de chateaugiron,,35000,rennes,100 rue de chateaugiron 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9221,uc144,"48.099567,-1.648728",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,468,9221,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
service médiation et action éducative (smae),23 rue de lorient,,35000,rennes,23 rue de lorient 35000 rennes france,https://www.bibliotheques.rennes.fr/,,,bibl_35238_9223,uc144,"48.107897,-1.700238",ille-et-vilaine,bibliothèque,bretagne,bibliotheques de rennes,,370,9223,bibl,rennes métropole,"2,44E+08",,,,bibliothèque
