nom,adresse,complement_adresse,code_postal,libelle_geographique,adresse_postale,lien,telephone,email,identifiant_deps_à_partir_de_2022,code_du_reseau_de_bibliothèques,coordonnees_gps_lat_lon,departement,type_equipement_ou_lieu,region,nom_du_reseau_de_bibliotheques,nom_de_l_Illustre,surface_bibliotheque,rang,ident,libelle_EPCI,code_insee_epci,demographie_entree,demographie_sortie,demographie_détail,type
Bibliothèque,8 rue Ackerman,,57820,Lutzelbourg,8 rue Ackerman 57820 Lutzelbourg France,https://moselia.moselle.fr/,,,,UC252,"48.733449, 7.250792",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,rue de la Gare,,57830,Héming,rue de la Gare  57830 Héming France,https://moselia.moselle.fr/,03 87 35 02 51,,,,"48.692132, 6.967889",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,15 rue Des Ecoles,,57840,Ottange,15 rue Des Ecoles 57840 Ottange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.426463, 6.0154",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque,35 rue Principale,,57850,Haselbourg,35 rue Principale 57850 Haselbourg France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC252,"48.683104, 7.201328",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 rue Saint Leon Ix,,57850,Dabo,4 rue Saint Leon Ix 57850 Dabo France,https://moselia.moselle.fr/,,,,UC252,"48.65364, 7.237714",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,6 rue de la Mine,,57860,Montois-la-Montagne,6 rue de la Mine 57860 Montois-la-Montagne France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.21648, 6.019025",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale Raymond Humbert,53 Grand'rue,,57865,Amanvillers,53 Grand'rue 57865 Amanvillers France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.167133, 6.044189",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Espace Culturel Sainte Barbe,14 rue de Boucheporn,,57890,Porcelette,14 rue de Boucheporn 57890 Porcelette France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.156306, 6.652766",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,2a rue de L'église,,57905,Zetting,2a rue de L'église 57905 Zetting France,https://moselia.moselle.fr/,,,,UC253,"49.079575, 7.135355",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,8 rue Du Stade,,57910,Hambach,8 rue Du Stade 57910 Hambach France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.065099, 7.035779",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,2 rue Saint Michel,,57910,Neufgrange,2 rue Saint Michel 57910 Neufgrange France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.077686, 7.068932",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,3 rue de L'église,,57915,Woustviller,3 rue de L'église 57915 Woustviller France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.075326, 7.008502",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,40 rue Principale,,57920,Aboncourt,40 rue Principale 57920 Aboncourt France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.260654, 6.346673",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 rue Des Ec,,57920,Kédange-sur-Canner,4 rue Des Ec 57920 Kédange-sur-Canner France,https://moselia.moselle.fr/,,,,-,"49.310028, 6.334457",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,1 rue de L'église,,57925,Distroff,1 rue de L'église 57925 Distroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.332075, 6.263001",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,,,57930,Fénétrange,57930 Fénétrange France,https://moselia.moselle.fr/,,,,-,"48.847675, 7.02242",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,place Du Château,,57935,Luttange,place Du Château 57935 Luttange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.269681, 6.310151",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,48 Bis rue Principale,,57940,Volstroff,48 Bis rue Principale 57940 Volstroff France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.311563, 6.259605",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,7 rue de L'abbe Chatelain,,57950,Montigny-lès-Metz,7 rue de L'abbe Chatelain 57950 Montigny-lès-Metz France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.100681, 6.156978",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,9 rue Du Kammerfelsen,,57960,Soucht,9 rue Du Kammerfelsen 57960 Soucht France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"48.958175, 7.335551",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Médiathèque municipale,5 rue de la Mairie,,57970,Basse-Ham,5 rue de la Mairie 57970 Basse-Ham France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.386542, 6.242267",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,17 rue de la Mairie,,57970,Elzange,17 rue de la Mairie 57970 Elzange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.363078, 6.285044",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,4 rue de la Moselle,,57970,Illange,4 rue de la Moselle 57970 Illange France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.327877, 6.179227",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,34 Avenue Du General de Gaulle,,57970,Yutz,34 Avenue Du General de Gaulle 57970 Yutz France,https://moselia.moselle.fr/,03 87 35 02 51,,,-,"49.359823, 6.200003",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque municipale,9 rue Saint Nabor,,57990,Hundling,9 rue Saint Nabor 57990 Hundling France,https://moselia.moselle.fr/,03 87 35 02 51,,,UC253,"49.109294, 6.980836",Moselle,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque  du Patrimoine,17 rue Bardoux,,63100,Clermont-Ferrand,17 rue Bardoux 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.773913, 3.088367",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Annexe La Glacière,178 rue Abbe Prevost,,63100,Clermont-Ferrand,178 rue Abbe Prevost 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.793533, 3.075595",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque  Croix-de-Neyrat,place Alexandre Vialatte,,63100,Clermont-Ferrand,place Alexandre Vialatte 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.764521, 3.093691",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque de Jaude,9 place Louis Aragon,,63100,Clermont-Ferrand,9 place Louis Aragon 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.774916, 3.084176",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Annexe Anatole France,154 rue Anatole France,,63100,Clermont-Ferrand,154 rue Anatole France 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.778717, 3.111632",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Annexe La Glacière,178 rue Abbe Prevost,,63100,Clermont-Ferrand,178 rue Abbe Prevost 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.793533, 3.075595",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Annexe Jean Zay,79 Avenue Du Limousin,,63100,Clermont-Ferrand,79 Avenue Du Limousin 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.78976, 3.060352",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
La Jetée,6 place Michel de l'Hospital,,63100,Clermont-Ferrand,6 place Michel de l'Hospital 63100 Clermont-Ferrand France,https://bibliotheques-clermontmetropole.eu/,,,,UC295,"45.77702, 3.089211",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque René-Guy Cadou,21 rue Rene Brut,,63110,Beaumont,21 rue Rene Brut 63110 Beaumont France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.752583, 3.08734",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Aimé-Césaire,81 rue Des Jonquilles,,63112,Blanzat,81 rue Des Jonquilles 63112 Blanzat France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.827633, 3.078712",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque La Plume et Le Trait,2 Bis rue Jacques Prevert,,63122,Ceyrat,2 Bis rue Jacques Prevert 63122 Ceyrat France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.731229, 3.064052",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Chamfort,rue de la Poste,,63122,Saint-Genès-Champanelle,rue de la Poste 63122 Saint-Genès-Champanelle France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.727481, 2.990814",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque Alexandre Vialatte,11 place Des Ramacles,,63170,Aubière,11 place Des Ramacles 63170 Aubière France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.749533, 3.110983",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque Alphonse Daudet,rue Moulin Du Roy,,63360,Gerzat,rue Moulin Du Roy 63360 Gerzat France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.82579, 3.152723",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque Jacques Prevert,Parc de la Mairie,,63370,Lempdes,Parc de la Mairie 63370 Lempdes France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.773669, 3.185612",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Amelie Murat,2 allée Du Parc,,63400,Chamalières,2 allée Du Parc 63400 Chamalières France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.774682, 3.063583",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque Alain Rey,13 rue de l'Horloge,,63430,Pont-du-Château,13 rue de l'Horloge 63430 Pont-du-Château France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.797613, 3.247636",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Reve et Savoir,2 Bis rue Curie,,63510,Aulnat,2 Bis rue Curie 63510 Aulnat France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.793632, 3.165556",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Arsene Boulay,5 rue Marechal Foch,,63540,Romagnat,5 rue Marechal Foch 63540 Romagnat France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.728797, 3.099537",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Hugo Pratt,place Grassion Fredot,,63670,Le Cendre,place Grassion Fredot 63670 Le Cendre France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.721201, 3.187529",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Hugo Pratt,1 rue Pierre Jacquet,,63800,Cournon-d'Auvergne,1 rue Pierre Jacquet 63800 Cournon-d'Auvergne France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.737699, 3.19256",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque L'ecume des Jours,10 Route Des Puys,,63870,Orcines,10 Route Des Puys 63870 Orcines France,https://bibliotheques-clermontmetropole.eu/,04 43 762 762,,,UC295,"45.783731, 3.013167",Puy-de-Dôme,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Médiathèque Trait D'union,rue Du Parc En Ciel,,64000,Pau,rue Du Parc En Ciel 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.322092, -0.344942",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Point Relais Lecture La Pépinière,44049 Avenue Schuman,,64000,Pau,44049 Avenue Schuman 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.309548, -0.365075",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de La Montagne Henri Barrio,29 Bis rue Berlioz,,64000,Pau,29 Bis rue Berlioz 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.313852, -0.345344",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque Les Allées,2 Avenue Des Tilleuls,,64000,Pau,2 Avenue Des Tilleuls 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.303818, -0.350953",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Réseau des Médiathèques Pau-Pyrénées,Avenue Gaston Lacoste,,64000,Pau,Avenue Gaston Lacoste 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.29286, -0.362377",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque André Labarrère,place Marguerite Laborde,,64000,Pau,place Marguerite Laborde 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.300128, -0.367744",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Réseau des Médiathèques Pau-Pyrénées,Avenue Gaston Lacoste,,64000,Pau,Avenue Gaston Lacoste 64000 Pau France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.29286, -0.362377",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Jurançon,rue Louis Barthou,,64110,Jurançon,rue Louis Barthou 64110 Jurançon France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.285598, -0.391636",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Billère,rue de la Pleiade,,64140,Billère,rue de la Pleiade 64140 Billère France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.306203, -0.384246",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Lons,Avenue de Santona,,64140,Lons,Avenue de Santona 64140 Lons France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.331482, -0.395895",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Lescar,rue Raoul Follereau,,64230,Lescar,rue Raoul Follereau 64230 Lescar France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.326268, -0.428351",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque de Gan,rue de Corisande,,64290,Gan,rue de Corisande 64290 Gan France,https://mediatheques.agglo-pau.fr/,05 47 05 10 00,,,UC302,"43.23117, -0.386851",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Bibliothèque municipale d'Anglet,12 rue Albert Le Barillier,,64600,Anglet,12 rue Albert Le Barillier 64600 Anglet France,https://bibliotheque-municipale.anglet.fr/,05 59 52 17 55,,,-,"43.484811, -1.513534",Pyrénées-Atlantiques,Bibliothèque,Nouvelle-Aquitaine,,,,,,,,,,,
Médiathèque intercommunale de Sélestat,2 Espace Gilbert Esteve,,67600,Sélestat,2 Espace Gilbert Esteve 67600 Sélestat France,https://www.mediatheque-selestat.net/,03 88 58 03 20,,,UC314,"48.255594, 7.456676",Bas-Rhin,Bibliothèque,Grand Est,,,,,,,,,,,
Bibliothèque universitaire Professorat Éducation Chambéry,289 Rue Marcoz,,73000,Chambéry,"289 Rue Marcoz, 73000 Chambéry, France",https://bibliotheques.univ-grenoble-alpes.fr/bibliotheques/bu-professorat-education-chambery/,04 57 04 10 71,,,,"45.568411, 5.915155",savoie,établissement d'enseignement supérieur,auvergne-rhône-alpes,,,,,,,,,,,université
Médiathèque de Megève,247 Route Du Palais Des Sports,,74120,Megève,247 Route Du Palais Des Sports 74120 Megève France,https://mediatheque.megeve.fr/,,,,-,"45.860366, 6.619297",Haute-Savoie,Bibliothèque,Auvergne-Rhône-Alpes,,,,,,,,,,,
Bibliothèque universitaire Professorat Éducation Annecy,Impasse de La Ravoire,,74370,Épagny Metz-Tessy,74370 Epagny Metz-Tessy,https://bibliotheques.univ-grenoble-alpes.fr/bibliotheques/bu-professorat-education-annecy/,04 50 78 71 63,,,,"45.940984, 6.1035",haute-savoie,établissement d'enseignement supérieur,auvergne-rhône-alpes,,,,,,,,,,,université
Bpi (Centre Pompidou),place Georges Pompidou,,75004,Paris,place Georges Pompidou 75004 Paris France,https://www.bpi.fr/,,,,,"48.860307, 2.351132",Paris,bibliothèque,Île-de-France,,,,,,,,,,,
La Boussole,rue Claude Bernard,,77000,Melun,rue Claude Bernard 77000 Melun France,https://www.astrolabe-melun.fr/,01 60 56 04 70,,,UC368,"48.542806, 2.677025",Seine-et-Marne,Bibliothèque,Île-de-France,,,,,,,,,,,
Médiathèque Astrolabe,25 rue Du Chateau,,77000,Melun,25 rue Du Chateau 77000 Melun France,https://www.astrolabe-melun.fr/,01 60 56 04 70,,,UC368,"48.53708, 2.654967",Seine-et-Marne,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque George Sand,44 rue de L'aurore,,78100,Saint-Germain-en-Laye,44 rue de L'aurore 78100 Saint-Germain-en-Laye France,https://mediatheques.saintgermainenlaye.fr/index.php,01 70 46 40 09,,,UC381,"48.89401, 2.070169",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque Multimédia,9 rue Henri Iv,,78100,Saint-Germain-en-Laye,9 rue Henri Iv 78100 Saint-Germain-en-Laye France,https://mediatheques.saintgermainenlaye.fr/index.php,01 70 46 40 00,,,UC381,"48.896381, 2.097163",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Médiathèque municipale,5 rue Gautherin,,78120,Rambouillet,5 rue Gautherin 78120 Rambouillet France,https://mediatheque-lalanterne.bibenligne.fr/,01 75 03 44 30,,,-,"48.646457, 1.822448",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Lire A Chapet,rue de la Grève,,78130,Chapet,rue de la Grève 78130 Chapet France,https://guillemette.gpseo.fr/,,,,-,"48.965819, 1.934202",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque communautaire,rue Joseph Hemard,,78130,Les Mureaux,rue Joseph Hemard 78130 Les Mureaux France,https://guillemette.gpseo.fr/,,,,-,"48.971363, 1.91682",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque municipale Pierre Bourdan,37 Avenue de Saint Germain,,78160,Marly-le-Roi,37 Avenue de Saint Germain 78160 Marly-le-Roi France,https://www.bibliotheque-marly.fr/,01 39 58 68 47,,,-,"48.875815, 2.095301",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque municipale,14 Route de Mantes,,78200,Buchelay,14 Route de Mantes 78200 Buchelay France,https://guillemette.gpseo.fr/,,,,-,"48.979474, 1.676369",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque de Jouy-Mauvoisin,place de la Mairie,,78200,Jouy-Mauvoisin,place de la Mairie 78200 Jouy-Mauvoisin France,https://guillemette.gpseo.fr/,,,,-,"48.974487, 1.649029",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque municipale Jacques Prevert,rue de la Ferme,,78200,Magnanville,rue de la Ferme 78200 Magnanville France,https://guillemette.gpseo.fr/,,,,-,"48.967226, 1.6806",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Médiathèque Georges duhamel,Square Brieussel-Bourgeois,,78200,Mantes-la-Jolie,Square Brieussel-Bourgeois 78200 Mantes-la-Jolie France,https://guillemette.gpseo.fr/,,,,UC376,"48.988234, 1.714059",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Médiathèque Louis Aragon,place Mendès-France,,78200,Mantes-la-Jolie,place Mendès-France 78200 Mantes-la-Jolie France,https://guillemette.gpseo.fr/,,,,UC376,"48.990548, 1.719432",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Conservatoire,12 Boulevard Calmette,,78200,Mantes-la-Jolie,12 Boulevard Calmette 78200 Mantes-la-Jolie France,https://guillemette.gpseo.fr/,,,,,"48.985, 1.712713",Yvelines,Conservatoire,Île-de-France,,,,,,,,,,,
Bibliothèque Multimédia Domaine Berson,20 rue de Beauvais,,78250,Meulan-en-Yvelines,20 rue de Beauvais 78250 Meulan-en-Yvelines France,https://guillemette.gpseo.fr/,,,,-,"49.007451, 1.90708",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Association des Amis de La Bibliothèque de Mezy/Sur/Seine,place Paul,,78250,Mézy-sur-Seine,place Paul 78250 Mézy-sur-Seine France,https://guillemette.gpseo.fr/,,,,-,"48.999624, 1.881062",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque municipale de Oinville-Sur-Montcient,29 rue Gournay,,78250,Oinville-sur-Montcient,29 rue Gournay 78250 Oinville-sur-Montcient France,https://guillemette.gpseo.fr/,,,,-,"49.028719, 1.852666",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Eclat de Lire,Grande rue,,78250,Tessancourt-sur-Aubette,Grande rue 78250 Tessancourt-sur-Aubette France,https://guillemette.gpseo.fr/,,,,-,"49.02378, 1.918453",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque de Gaillon-Sur-Montcient,,,78250,Gaillon-sur-Montcient,78250 Gaillon-sur-Montcient France,https://guillemette.gpseo.fr/,,,,-,"49.021676, 1.895512",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque Multimédia,1 place La Jamais Contente,,78260,Achères,1 place La Jamais Contente 78260 Achères France,https://guillemette.gpseo.fr/,,,,-,"48.960467, 2.070133",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque André-Malraux,25 Avenue Marechal-Lyautey,,78300,Poissy,25 Avenue Marechal-Lyautey 78300 Poissy France,https://guillemette.gpseo.fr/,,,,UC379,"48.921228, 2.02801",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Médiathèque Christine-de-Pizan,31 Avenue Maurice-Berteaux,,78300,Poissy,31 Avenue Maurice-Berteaux 78300 Poissy France,https://guillemette.gpseo.fr/,,,,UC379,"48.932484, 2.040686",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
Bibliothèque de Bouafle,40 rue Maurice Berteaux,,78410,Bouafle,40 rue Maurice Berteaux 78410 Bouafle France,https://guillemette.gpseo.fr/,,,,-,"48.963574, 1.899193",Yvelines,Bibliothèque,Île-de-France,,,,,,,,,,,
